Fuente	Texto	Nivel_Destino	Tokens_JSON	Estado
josele-n1	Los turistas fotografiaron el castillo desde la plaza principal del pueblo.	n1	"[{""id"": ""n1_23_01"", ""texto"": ""Los"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""plural"", ""forma"": ""ninguna""}}, {""id"": ""n1_23_02"", ""texto"": ""turistas"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_23_03"", ""texto"": ""fotografiaron"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""primera"", ""persona"": ""tercera persona"", ""número"": ""plural"", ""tiempo"": ""pretérito perfecto simple"", ""modo"": ""indicativo"", ""aspecto"": ""perfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_23_04"", ""texto"": ""el"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_23_05"", ""texto"": ""castillo"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_23_06"", ""texto"": ""desde"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_23_07"", ""texto"": ""la"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_23_08"", ""texto"": ""plaza"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_23_09"", ""texto"": ""principal"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""invariable"", ""número"": ""singular"", ""grado"": ""positivo""}}, {""id"": ""n1_23_10"", ""texto"": ""del"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""contracta""}}, {""id"": ""n1_23_11"", ""texto"": ""pueblo"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_23_12"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
josele-n1	La orquesta interpretó una sinfonía preciosa en el teatro municipal.	n1	"[{""id"": ""n1_24_01"", ""texto"": ""La"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_24_02"", ""texto"": ""orquesta"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""colectivo"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_24_03"", ""texto"": ""interpretó"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""primera"", ""persona"": ""tercera persona"", ""número"": ""singular"", ""tiempo"": ""pretérito perfecto simple"", ""modo"": ""indicativo"", ""aspecto"": ""perfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_24_04"", ""texto"": ""una"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""indeterminado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_24_05"", ""texto"": ""sinfonía"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""abstracto""}}, {""id"": ""n1_24_06"", ""texto"": ""preciosa"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""femenino"", ""número"": ""singular"", ""grado"": ""positivo""}}, {""id"": ""n1_24_07"", ""texto"": ""en"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_24_08"", ""texto"": ""el"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_24_09"", ""texto"": ""teatro"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_24_10"", ""texto"": ""municipal"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""relacional"", ""género"": ""invariable"", ""número"": ""singular""}}, {""id"": ""n1_24_11"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
josele-n1	Los científicos descubrieron una especie nueva en la selva amazónica.	n1	"[{""id"": ""n1_25_01"", ""texto"": ""Los"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""plural"", ""forma"": ""ninguna""}}, {""id"": ""n1_25_02"", ""texto"": ""científicos"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_25_03"", ""texto"": ""descubrieron"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""tercera"", ""persona"": ""tercera persona"", ""número"": ""plural"", ""tiempo"": ""pretérito perfecto simple"", ""modo"": ""indicativo"", ""aspecto"": ""perfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_25_04"", ""texto"": ""una"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""indeterminado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_25_05"", ""texto"": ""especie"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_25_06"", ""texto"": ""nueva"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""femenino"", ""número"": ""singular"", ""grado"": ""positivo""}}, {""id"": ""n1_25_07"", ""texto"": ""en"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_25_08"", ""texto"": ""la"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_25_09"", ""texto"": ""selva"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_25_10"", ""texto"": ""amazónica"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""relacional"", ""género"": ""femenino"", ""número"": ""singular""}}, {""id"": ""n1_25_11"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
josele-n1	El entrenador corrigió la postura de los jugadores durante el partido.	n1	"[{""id"": ""n1_26_01"", ""texto"": ""El"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_26_02"", ""texto"": ""entrenador"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_26_03"", ""texto"": ""corrigió"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""tercera"", ""persona"": ""tercera persona"", ""número"": ""singular"", ""tiempo"": ""pretérito perfecto simple"", ""modo"": ""indicativo"", ""aspecto"": ""perfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_26_04"", ""texto"": ""la"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_26_05"", ""texto"": ""postura"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_26_06"", ""texto"": ""de"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_26_07"", ""texto"": ""los"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""plural"", ""forma"": ""ninguna""}}, {""id"": ""n1_26_08"", ""texto"": ""jugadores"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_26_09"", ""texto"": ""durante"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_26_10"", ""texto"": ""el"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_26_11"", ""texto"": ""partido"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_26_12"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
josele-n1	Aquel escritor famoso firmó ejemplares de su última novela ayer tarde.	n1	"[{""id"": ""n1_27_01"", ""texto"": ""Aquel"", ""cat"": ""Demostrativo"", ""atrs"": {""función"": ""determinante"", ""cercanía"": ""lejanía"", ""género"": ""masculino"", ""número"": ""singular""}}, {""id"": ""n1_27_02"", ""texto"": ""escritor"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_27_03"", ""texto"": ""famoso"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""masculino"", ""número"": ""singular"", ""grado"": ""positivo""}}, {""id"": ""n1_27_04"", ""texto"": ""firmó"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""primera"", ""persona"": ""tercera persona"", ""número"": ""singular"", ""tiempo"": ""pretérito perfecto simple"", ""modo"": ""indicativo"", ""aspecto"": ""perfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_27_05"", ""texto"": ""ejemplares"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_27_06"", ""texto"": ""de"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_27_07"", ""texto"": ""su"", ""cat"": ""Posesivo"", ""atrs"": {""función"": ""determinante"", ""persona"": ""tercera persona"", ""poseedores"": ""un poseedor"", ""género"": ""invariable"", ""número"": ""singular""}}, {""id"": ""n1_27_08"", ""texto"": ""última"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""femenino"", ""número"": ""singular"", ""grado"": ""positivo""}}, {""id"": ""n1_27_09"", ""texto"": ""novela"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_27_10"", ""texto"": ""ayer"", ""cat"": ""Adverbio"", ""atrs"": {""tipo"": ""tiempo""}}, {""id"": ""n1_27_11"", ""texto"": ""tarde"", ""cat"": ""Adverbio"", ""atrs"": {""tipo"": ""tiempo""}}, {""id"": ""n1_27_12"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
josele-n1	La lluvia torrencial inundó varias calles del centro histórico.	n1	"[{""id"": ""n1_28_01"", ""texto"": ""La"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_28_02"", ""texto"": ""lluvia"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_28_03"", ""texto"": ""torrencial"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""invariable"", ""número"": ""singular"", ""grado"": ""positivo""}}, {""id"": ""n1_28_04"", ""texto"": ""inundó"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""primera"", ""persona"": ""tercera persona"", ""número"": ""singular"", ""tiempo"": ""pretérito perfecto simple"", ""modo"": ""indicativo"", ""aspecto"": ""perfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_28_05"", ""texto"": ""varias"", ""cat"": ""Cuantificador"", ""atrs"": {""tipo"": ""indefinido"", ""función_sint"": ""determinante"", ""género"": ""femenino"", ""número"": ""plural"", ""subtipo_ind"": ""indefinido débil""}}, {""id"": ""n1_28_06"", ""texto"": ""calles"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_28_07"", ""texto"": ""del"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""contracta""}}, {""id"": ""n1_28_08"", ""texto"": ""centro"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_28_09"", ""texto"": ""histórico"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""relacional"", ""género"": ""masculino"", ""número"": ""singular""}}, {""id"": ""n1_28_10"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
josele-n1	Los estudiantes de tercero organizaron una exposición fotográfica sobre la historia reciente del instituto.	n1	"[{""id"": ""n1_29_01"", ""texto"": ""Los"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""plural"", ""forma"": ""ninguna""}}, {""id"": ""n1_29_02"", ""texto"": ""estudiantes"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_29_03"", ""texto"": ""de"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_29_04"", ""texto"": ""tercero"", ""cat"": ""Cuantificador"", ""atrs"": {""tipo"": ""numeral"", ""función_sint"": ""adjetivo"", ""género"": ""masculino"", ""número"": ""singular"", ""subtipo_num"": ""ordinal""}}, {""id"": ""n1_29_05"", ""texto"": ""organizaron"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""primera"", ""persona"": ""tercera persona"", ""número"": ""plural"", ""tiempo"": ""pretérito perfecto simple"", ""modo"": ""indicativo"", ""aspecto"": ""perfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_29_06"", ""texto"": ""una"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""indeterminado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_29_07"", ""texto"": ""exposición"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""abstracto""}}, {""id"": ""n1_29_08"", ""texto"": ""fotográfica"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""relacional"", ""género"": ""femenino"", ""número"": ""singular""}}, {""id"": ""n1_29_09"", ""texto"": ""sobre"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_29_10"", ""texto"": ""la"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_29_11"", ""texto"": ""historia"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""no contable"", ""ind_col"": ""individual"", ""conc_abs"": ""abstracto""}}, {""id"": ""n1_29_12"", ""texto"": ""reciente"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""invariable"", ""número"": ""singular"", ""grado"": ""positivo""}}, {""id"": ""n1_29_13"", ""texto"": ""del"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""contracta""}}, {""id"": ""n1_29_14"", ""texto"": ""instituto"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_29_15"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
josele-n1	El director del colegio anunció nuevas actividades extraescolares para los alumnos de secundaria.	n1	"[{""id"": ""n1_30_01"", ""texto"": ""El"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_30_02"", ""texto"": ""director"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_30_03"", ""texto"": ""del"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""contracta""}}, {""id"": ""n1_30_04"", ""texto"": ""colegio"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_30_05"", ""texto"": ""anunció"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""primera"", ""persona"": ""tercera persona"", ""número"": ""singular"", ""tiempo"": ""pretérito perfecto simple"", ""modo"": ""indicativo"", ""aspecto"": ""perfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_30_06"", ""texto"": ""nuevas"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""femenino"", ""número"": ""plural"", ""grado"": ""positivo""}}, {""id"": ""n1_30_07"", ""texto"": ""actividades"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""abstracto""}}, {""id"": ""n1_30_08"", ""texto"": ""extraescolares"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""relacional"", ""género"": ""invariable"", ""número"": ""plural""}}, {""id"": ""n1_30_09"", ""texto"": ""para"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_30_10"", ""texto"": ""los"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""plural"", ""forma"": ""ninguna""}}, {""id"": ""n1_30_11"", ""texto"": ""alumnos"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_30_12"", ""texto"": ""de"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_30_13"", ""texto"": ""secundaria"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""no contable"", ""ind_col"": ""individual"", ""conc_abs"": ""abstracto""}}, {""id"": ""n1_30_14"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
josele-n1	Aquella anciana vendía flores frescas cada mañana en el mercado del pueblo.	n1	"[{""id"": ""n1_31_01"", ""texto"": ""Aquella"", ""cat"": ""Demostrativo"", ""atrs"": {""función"": ""determinante"", ""cercanía"": ""lejanía"", ""género"": ""femenino"", ""número"": ""singular""}}, {""id"": ""n1_31_02"", ""texto"": ""anciana"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_31_03"", ""texto"": ""vendía"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""segunda"", ""persona"": ""tercera persona"", ""número"": ""singular"", ""tiempo"": ""pretérito imperfecto"", ""modo"": ""indicativo"", ""aspecto"": ""imperfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_31_04"", ""texto"": ""flores"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_31_05"", ""texto"": ""frescas"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""femenino"", ""número"": ""plural"", ""grado"": ""positivo""}}, {""id"": ""n1_31_06"", ""texto"": ""cada"", ""cat"": ""Cuantificador"", ""atrs"": {""tipo"": ""indefinido"", ""función_sint"": ""determinante"", ""género"": ""invariable"", ""número"": ""singular"", ""subtipo_ind"": ""universal""}}, {""id"": ""n1_31_07"", ""texto"": ""mañana"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_31_08"", ""texto"": ""en"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_31_09"", ""texto"": ""el"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_31_10"", ""texto"": ""mercado"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_31_11"", ""texto"": ""del"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""singular"", ""forma"": ""contracta""}}, {""id"": ""n1_31_12"", ""texto"": ""pueblo"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_31_13"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
josele-n1	Los bomberos rescataron a varios excursionistas atrapados en la montaña tras la tormenta.	n1	"[{""id"": ""n1_32_01"", ""texto"": ""Los"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""masculino"", ""número"": ""plural"", ""forma"": ""ninguna""}}, {""id"": ""n1_32_02"", ""texto"": ""bomberos"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_32_03"", ""texto"": ""rescataron"", ""cat"": ""Verbo"", ""atrs"": {""perífrasis"": ""no"", ""conjugación"": ""primera"", ""persona"": ""tercera persona"", ""número"": ""plural"", ""tiempo"": ""pretérito perfecto simple"", ""modo"": ""indicativo"", ""aspecto"": ""perfectivo"", ""voz"": ""activa""}}, {""id"": ""n1_32_04"", ""texto"": ""a"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_32_05"", ""texto"": ""varios"", ""cat"": ""Cuantificador"", ""atrs"": {""tipo"": ""indefinido"", ""función_sint"": ""determinante"", ""género"": ""masculino"", ""número"": ""plural"", ""subtipo_ind"": ""indefinido débil""}}, {""id"": ""n1_32_06"", ""texto"": ""excursionistas"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""masculino"", ""número"": ""plural"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_32_07"", ""texto"": ""atrapados"", ""cat"": ""Adjetivo"", ""atrs"": {""subtipo"": ""calificativo"", ""género"": ""masculino"", ""número"": ""plural"", ""grado"": ""positivo""}}, {""id"": ""n1_32_08"", ""texto"": ""en"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_32_09"", ""texto"": ""la"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_32_10"", ""texto"": ""montaña"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_32_11"", ""texto"": ""tras"", ""cat"": ""Preposición"", ""atrs"": {""tipo"": ""simple""}}, {""id"": ""n1_32_12"", ""texto"": ""la"", ""cat"": ""Artículo"", ""atrs"": {""tipo"": ""determinado"", ""género"": ""femenino"", ""número"": ""singular"", ""forma"": ""ninguna""}}, {""id"": ""n1_32_13"", ""texto"": ""tormenta"", ""cat"": ""Sustantivo"", ""atrs"": {""subtipo"": ""común"", ""género"": ""femenino"", ""número"": ""singular"", ""comun_sub"": ""contable"", ""ind_col"": ""individual"", ""conc_abs"": ""concreto""}}, {""id"": ""n1_32_14"", ""texto"": ""."", ""cat"": ""Puntuación"", ""atrs"": {}}]"	
